region,country,year,population_m,status,death_criterion,donors,donors_pmp
Eastern Mediterranean,Afghanistan,2022,40.8,actual,dbd,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,actual,dcd,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,actual,total,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,utilized,dbd,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,utilized,dcd,0,0
Eastern Mediterranean,Afghanistan,2022,40.8,utilized,total,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,actual,dbd,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,actual,dcd,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,actual,total,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,utilized,dbd,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,utilized,dcd,0,0
Eastern Mediterranean,Afghanistan,2023,42.2,utilized,total,0,0
Europe,Albania,2010,3.2,actual,dbd,0,0
Europe,Albania,2010,3.2,actual,dcd,0,0
Europe,Albania,2010,3.2,actual,total,0,0
Europe,Albania,2011,3.2,actual,dbd,0,0
Europe,Albania,2011,3.2,actual,dcd,0,0
Europe,Albania,2011,3.2,actual,total,0,0
Europe,Albania,2011,3.2,utilized,dbd,0,0
Europe,Albania,2011,3.2,utilized,dcd,0,0
Europe,Albania,2011,3.2,utilized,total,0,0
Europe,Albania,2012,3.2,actual,dbd,0,0
Europe,Albania,2012,3.2,actual,dcd,0,0
Europe,Albania,2012,3.2,actual,total,0,0
Europe,Albania,2012,3.2,utilized,dbd,0,0
Europe,Albania,2012,3.2,utilized,dcd,0,0
Europe,Albania,2012,3.2,utilized,total,0,0
Europe,Albania,2014,3.2,actual,dbd,0,0
Europe,Albania,2014,3.2,actual,dcd,0,0
Europe,Albania,2014,3.2,actual,total,0,0
Europe,Albania,2015,2.9,actual,dbd,0,0
Europe,Albania,2015,2.9,actual,dcd,0,0
Europe,Albania,2015,2.9,actual,total,0,0
Europe,Albania,2020,2.9,actual,dbd,0,0
Europe,Albania,2020,2.9,actual,dcd,0,0
Europe,Albania,2020,2.9,actual,total,0,0
Europe,Albania,2020,2.9,utilized,dbd,0,0
Europe,Albania,2020,2.9,utilized,dcd,0,0
Europe,Albania,2020,2.9,utilized,total,0,0
Europe,Albania,2022,2.9,actual,dbd,0,0
Europe,Albania,2022,2.9,actual,dcd,0,0
Europe,Albania,2022,2.9,actual,total,0,0
Europe,Albania,2022,2.9,utilized,dbd,0,0
Europe,Albania,2022,2.9,utilized,dcd,0,0
Europe,Albania,2022,2.9,utilized,total,0,0
Europe,Albania,2023,2.8,actual,dbd,0,0
Europe,Albania,2023,2.8,actual,dcd,0,0
Europe,Albania,2023,2.8,actual,total,0,0
Europe,Albania,2023,2.8,utilized,dbd,0,0
Europe,Albania,2023,2.8,utilized,dcd,0,0
Europe,Albania,2023,2.8,utilized,total,0,0
Europe,Albania,2024,2.8,actual,dbd,0,0
Europe,Albania,2024,2.8,actual,dcd,0,0
Europe,Albania,2024,2.8,actual,total,0,0
Europe,Albania,2024,2.8,utilized,dbd,0,0
Europe,Albania,2024,2.8,utilized,dcd,0,0
Europe,Albania,2024,2.8,utilized,total,0,0
Africa,Algeria,2009,34.9,actual,dbd,0,0
Africa,Algeria,2009,34.9,actual,dcd,0,0
Africa,Algeria,2009,34.9,actual,total,0,0
Africa,Algeria,2010,35.4,actual,total,1,0.02824858757062147
Africa,Algeria,2011,36,actual,dbd,0,0
Africa,Algeria,2011,36,actual,dcd,0,0
Africa,Algeria,2011,36,actual,total,0,0
Africa,Algeria,2012,36.5,actual,dbd,1,0.0273972602739726
Africa,Algeria,2012,36.5,actual,dcd,0,0
Africa,Algeria,2012,36.5,actual,total,1,0.0273972602739726
Africa,Algeria,2013,39.2,actual,dbd,0,0
Africa,Algeria,2013,39.2,actual,dcd,0,0
Africa,Algeria,2013,39.2,actual,total,0,0
Africa,Algeria,2013,39.2,utilized,dbd,0,0
Africa,Algeria,2013,39.2,utilized,dcd,0,0
Africa,Algeria,2013,39.2,utilized,total,0,0
Africa,Algeria,2014,39.9,actual,dbd,1,0.025062656641604012
Africa,Algeria,2014,39.9,actual,dcd,0,0
Africa,Algeria,2014,39.9,actual,total,1,0.025062656641604012
Africa,Algeria,2014,39.9,utilized,dbd,1,0.025062656641604012
Africa,Algeria,2014,39.9,utilized,dcd,0,0
Africa,Algeria,2014,39.9,utilized,total,1,0.025062656641604012
Africa,Algeria,2015,39.7,actual,dbd,1,0.025188916876574305
Africa,Algeria,2015,39.7,actual,dcd,0,0
Africa,Algeria,2015,39.7,actual,total,1,0.025188916876574305
Africa,Algeria,2015,39.7,utilized,dbd,1,0.025188916876574305
Africa,Algeria,2015,39.7,utilized,dcd,0,0
Africa,Algeria,2015,39.7,utilized,total,1,0.025188916876574305
Africa,Algeria,2018,42,actual,dbd,0,0
Africa,Algeria,2018,42,actual,dcd,0,0
Africa,Algeria,2018,42,actual,total,0,0
Africa,Algeria,2018,42,utilized,dbd,0,0
Africa,Algeria,2018,42,utilized,dcd,0,0
Africa,Algeria,2018,42,utilized,total,0,0
Africa,Algeria,2019,42.7,actual,dbd,1,0.023419203747072598
Africa,Algeria,2019,42.7,actual,dcd,0,0
Africa,Algeria,2019,42.7,actual,total,1,0.023419203747072598
Africa,Algeria,2019,42.7,utilized,dbd,1,0.023419203747072598
Africa,Algeria,2019,42.7,utilized,dcd,0,0
Africa,Algeria,2019,42.7,utilized,total,1,0.023419203747072598
Africa,Algeria,2020,43.9,actual,dbd,0,0
Africa,Algeria,2020,43.9,actual,dcd,0,0
Africa,Algeria,2020,43.9,actual,total,0,0
Africa,Algeria,2020,43.9,utilized,dbd,0,0
Africa,Algeria,2020,43.9,utilized,dcd,0,0
Africa,Algeria,2020,43.9,utilized,total,0,0
America,Argentina,2004,38.9,actual,dbd,403,10.359897172236504
America,Argentina,2004,38.9,actual,total,403,10.359897172236504
America,Argentina,2005,38.7,actual,dbd,407,10.516795865633075
America,Argentina,2005,38.7,actual,total,407,10.516795865633075
America,Argentina,2006,39.1,actual,total,462,11.815856777493606
America,Argentina,2007,39.5,actual,dbd,486,12.30379746835443
America,Argentina,2007,39.5,actual,total,486,12.30379746835443
America,Argentina,2008,39.9,actual,total,519,13.007518796992482
America,Argentina,2009,40.3,actual,dbd,500,12.40694789081886
America,Argentina,2009,40.3,actual,dcd,0,0
America,Argentina,2009,40.3,actual,total,500,12.40694789081886
America,Argentina,2010,40.7,actual,dbd,583,14.324324324324323
America,Argentina,2010,40.7,actual,dcd,0,0
America,Argentina,2010,40.7,actual,total,583,14.324324324324323
America,Argentina,2011,40.8,actual,dbd,604,14.803921568627452
America,Argentina,2011,40.8,actual,dcd,0,0
America,Argentina,2011,40.8,actual,total,604,14.803921568627452
America,Argentina,2012,41.1,actual,dbd,630,15.32846715328467
America,Argentina,2012,41.1,actual,dcd,0,0
America,Argentina,2012,41.1,actual,total,630,15.32846715328467
America,Argentina,2013,41.4,actual,dbd,568,13.719806763285025
America,Argentina,2013,41.4,actual,dcd,0,0
America,Argentina,2013,41.4,actual,total,568,13.719806763285025
America,Argentina,2013,41.4,utilized,dbd,516,12.46376811594203
America,Argentina,2013,41.4,utilized,dcd,0,0
America,Argentina,2013,41.4,utilized,total,516,12.46376811594203
America,Argentina,2014,41.8,actual,dbd,555,13.277511961722489
America,Argentina,2014,41.8,actual,dcd,0,0
America,Argentina,2014,41.8,actual,total,555,13.277511961722489
America,Argentina,2014,41.8,utilized,dbd,507,12.129186602870814
America,Argentina,2014,41.8,utilized,dcd,0,0
America,Argentina,2014,41.8,utilized,total,507,12.129186602870814
America,Argentina,2015,43.4,actual,dbd,592,13.640552995391706
America,Argentina,2015,43.4,actual,dcd,0,0
America,Argentina,2015,43.4,actual,total,592,13.640552995391706
America,Argentina,2015,43.4,utilized,dbd,516,11.889400921658986
America,Argentina,2015,43.4,utilized,dcd,0,0
America,Argentina,2015,43.4,utilized,total,516,11.889400921658986
America,Argentina,2016,43.8,actual,dbd,515,11.75799086757991
America,Argentina,2016,43.8,actual,dcd,0,0
America,Argentina,2016,43.8,actual,total,515,11.75799086757991
America,Argentina,2016,43.8,utilized,dbd,481,10.981735159817353
America,Argentina,2016,43.8,utilized,dcd,0,0
America,Argentina,2016,43.8,utilized,total,481,10.981735159817353
America,Argentina,2017,44.3,actual,dbd,593,13.386004514672686
America,Argentina,2017,44.3,actual,dcd,0,0
America,Argentina,2017,44.3,actual,total,593,13.386004514672686
America,Argentina,2017,44.3,utilized,dbd,546,12.325056433408578
America,Argentina,2017,44.3,utilized,dcd,0,0
America,Argentina,2017,44.3,utilized,total,546,12.325056433408578
America,Argentina,2018,44.7,actual,dbd,701,15.682326621923936
America,Argentina,2018,44.7,actual,dcd,1,0.022371364653243846
America,Argentina,2018,44.7,actual,total,702,15.70469798657718
America,Argentina,2018,44.7,utilized,dbd,643,14.384787472035793
America,Argentina,2018,44.7,utilized,dcd,1,0.022371364653243846
America,Argentina,2018,44.7,utilized,total,644,14.407158836689037
America,Argentina,2019,45.1,actual,dbd,883,19.57871396895787
America,Argentina,2019,45.1,actual,dcd,1,0.022172949002217293
America,Argentina,2019,45.1,actual,total,884,19.60088691796009
America,Argentina,2019,45.1,utilized,dbd,773,17.13968957871397
America,Argentina,2019,45.1,utilized,dcd,1,0.022172949002217293
America,Argentina,2019,45.1,utilized,total,774,17.161862527716185
America,Argentina,2020,45.2,actual,dbd,444,9.823008849557521
America,Argentina,2020,45.2,actual,dcd,1,0.022123893805309734
America,Argentina,2020,45.2,actual,total,445,9.84513274336283
America,Argentina,2020,45.2,utilized,dbd,413,9.13716814159292
America,Argentina,2020,45.2,utilized,dcd,1,0.022123893805309734
America,Argentina,2020,45.2,utilized,total,414,9.159292035398229
America,Argentina,2021,45.6,actual,dbd,630,13.81578947368421
America,Argentina,2021,45.6,actual,dcd,1,0.021929824561403508
America,Argentina,2021,45.6,actual,total,630,13.81578947368421
America,Argentina,2021,45.6,utilized,dbd,571,12.521929824561402
America,Argentina,2021,45.6,utilized,dcd,1,0.021929824561403508
America,Argentina,2021,45.6,utilized,total,571,12.521929824561402
America,Argentina,2022,46,actual,dbd,760,16.52173913043478
America,Argentina,2022,46,actual,dcd,7,0.15217391304347827
America,Argentina,2022,46,actual,total,767,16.67391304347826
America,Argentina,2022,46,utilized,dbd,682,14.826086956521738
America,Argentina,2022,46,utilized,dcd,7,0.15217391304347827
America,Argentina,2022,46,utilized,total,689,14.978260869565217
America,Argentina,2023,45.8,actual,dbd,790,17.24890829694323
America,Argentina,2023,45.8,actual,dcd,26,0.5676855895196506
America,Argentina,2023,45.8,actual,total,816,17.816593886462883
America,Argentina,2023,45.8,utilized,dbd,717,15.655021834061136
America,Argentina,2023,45.8,utilized,dcd,23,0.5021834061135372
America,Argentina,2023,45.8,utilized,total,740,16.157205240174672
America,Argentina,2024,46.1,actual,dbd,767,16.637744034707158
America,Argentina,2024,46.1,actual,dcd,36,0.7809110629067245
America,Argentina,2024,46.1,actual,total,803,17.418655097613883
America,Argentina,2024,46.1,utilized,dbd,693,15.032537960954446
America,Argentina,2024,46.1,utilized,dcd,32,0.6941431670281996
America,Argentina,2024,46.1,utilized,total,725,15.726681127982646
Europe,Armenia,2005,3,actual,dbd,0,0
Europe,Armenia,2005,3,actual,dcd,0,0
Europe,Armenia,2005,3,actual,total,0,0
Europe,Armenia,2012,3.1,actual,dbd,0,0
Europe,Armenia,2012,3.1,actual,dcd,0,0
Europe,Armenia,2012,3.1,actual,total,0,0
Europe,Armenia,2013,3,actual,dbd,0,0
Europe,Armenia,2013,3,actual,dcd,0,0
Europe,Armenia,2013,3,actual,total,0,0
Europe,Armenia,2013,3,utilized,dbd,0,0
Europe,Armenia,2013,3,utilized,dcd,0,0
Europe,Armenia,2013,3,utilized,total,0,0
Europe,Armenia,2014,3,actual,dbd,0,0
Europe,Armenia,2014,3,actual,dcd,0,0
Europe,Armenia,2014,3,actual,total,0,0
Europe,Armenia,2014,3,utilized,dbd,0,0
Europe,Armenia,2014,3,utilized,dcd,0,0
Europe,Armenia,2014,3,utilized,total,0,0
Europe,Armenia,2015,3,actual,dbd,0,0
Europe,Armenia,2015,3,actual,dcd,0,0
Europe,Armenia,2015,3,actual,total,0,0
Europe,Armenia,2015,3,utilized,dbd,0,0
Europe,Armenia,2015,3,utilized,dcd,0,0
Europe,Armenia,2015,3,utilized,total,0,0
Europe,Armenia,2016,3,actual,dbd,0,0
Europe,Armenia,2016,3,actual,dcd,0,0
Europe,Armenia,2016,3,actual,total,0,0
Europe,Armenia,2016,3,utilized,dbd,0,0
Europe,Armenia,2016,3,utilized,dcd,0,0
Europe,Armenia,2016,3,utilized,total,0,0
Europe,Armenia,2017,2.9,actual,dbd,0,0
Europe,Armenia,2017,2.9,actual,dcd,0,0
Europe,Armenia,2017,2.9,actual,total,0,0
Europe,Armenia,2017,2.9,utilized,dbd,0,0
Europe,Armenia,2017,2.9,utilized,dcd,0,0
Europe,Armenia,2017,2.9,utilized,total,0,0
Europe,Armenia,2018,2.9,actual,total,0,0
Europe,Armenia,2018,2.9,utilized,total,0,0
Europe,Armenia,2019,2.9,actual,dbd,0,0
Europe,Armenia,2019,2.9,actual,dcd,0,0
Europe,Armenia,2019,2.9,actual,total,0,0
Europe,Armenia,2019,2.9,utilized,dbd,0,0
Europe,Armenia,2019,2.9,utilized,dcd,0,0
Europe,Armenia,2019,2.9,utilized,total,0,0
Europe,Armenia,2020,3,actual,dbd,0,0
Europe,Armenia,2020,3,actual,dcd,0,0
Europe,Armenia,2020,3,actual,total,0,0
Europe,Armenia,2020,3,utilized,dbd,0,0
Europe,Armenia,2020,3,utilized,dcd,0,0
Europe,Armenia,2020,3,utilized,total,0,0
Europe,Armenia,2021,3,actual,dbd,0,0
Europe,Armenia,2021,3,actual,dcd,0,0
Europe,Armenia,2021,3,actual,total,0,0
Europe,Armenia,2021,3,utilized,dbd,0,0
Europe,Armenia,2021,3,utilized,dcd,0,0
Europe,Armenia,2021,3,utilized,total,0,0
Europe,Armenia,2022,3,actual,dbd,0,0
Europe,Armenia,2022,3,actual,dcd,0,0
Europe,Armenia,2022,3,actual,total,0,0
Europe,Armenia,2022,3,utilized,dbd,0,0
Europe,Armenia,2022,3,utilized,dcd,0,0
Europe,Armenia,2022,3,utilized,total,0,0
Europe,Armenia,2023,2.8,actual,dbd,0,0
Europe,Armenia,2023,2.8,actual,dcd,0,0
Europe,Armenia,2023,2.8,actual,total,0,0
Europe,Armenia,2023,2.8,utilized,dbd,0,0
Europe,Armenia,2023,2.8,utilized,dcd,0,0
Europe,Armenia,2023,2.8,utilized,total,0,0
Europe,Armenia,2024,2.8,actual,dbd,0,0
Europe,Armenia,2024,2.8,actual,dcd,0,0
Europe,Armenia,2024,2.8,actual,total,0,0
Europe,Armenia,2024,2.8,utilized,dbd,0,0
Europe,Armenia,2024,2.8,utilized,dcd,0,0
Europe,Armenia,2024,2.8,utilized,total,0,0
Western Pacific,Australia,2000,18.9,actual,dbd,195,10.317460317460318
Western Pacific,Australia,2000,18.9,actual,total,195,10.317460317460318
Western Pacific,Australia,2001,19.3,actual,dbd,180,9.32642487046632
Western Pacific,Australia,2001,19.3,actual,total,180,9.32642487046632
Western Pacific,Australia,2002,19.5,actual,dbd,206,10.564102564102564
Western Pacific,Australia,2002,19.5,actual,total,206,10.564102564102564
Western Pacific,Australia,2003,19.7,actual,dbd,178,9.035532994923859
Western Pacific,Australia,2003,19.7,actual,dcd,1,0.050761421319796954
Western Pacific,Australia,2003,19.7,actual,total,179,9.086294416243655
Western Pacific,Australia,2004,19.9,actual,dbd,214,10.753768844221106
Western Pacific,Australia,2004,19.9,actual,dcd,4,0.20100502512562815
Western Pacific,Australia,2004,19.9,actual,total,218,10.954773869346734
Western Pacific,Australia,2005,20.2,actual,dbd,195,9.653465346534654
Western Pacific,Australia,2005,20.2,actual,dcd,9,0.44554455445544555
Western Pacific,Australia,2005,20.2,actual,total,204,10.099009900990099
Western Pacific,Australia,2007,20.6,actual,dbd,179,8.689320388349515
Western Pacific,Australia,2007,20.6,actual,dcd,19,0.9223300970873786
Western Pacific,Australia,2007,20.6,actual,total,198,9.611650485436893
Western Pacific,Australia,2008,21,actual,dbd,236,11.238095238095237
Western Pacific,Australia,2008,21,actual,dcd,23,1.0952380952380953
Western Pacific,Australia,2008,21,actual,total,259,12.333333333333334
Western Pacific,Australia,2009,21.3,actual,dbd,205,9.624413145539906
Western Pacific,Australia,2009,21.3,actual,dcd,42,1.971830985915493
Western Pacific,Australia,2009,21.3,actual,total,247,11.596244131455398
Western Pacific,Australia,2010,21.5,actual,dbd,235,10.930232558139535
Western Pacific,Australia,2010,21.5,actual,dcd,67,3.116279069767442
Western Pacific,Australia,2010,21.5,actual,total,302,14.046511627906977
Western Pacific,Australia,2011,22.6,actual,dbd,251,11.106194690265486
Western Pacific,Australia,2011,22.6,actual,dcd,86,3.805309734513274
Western Pacific,Australia,2011,22.6,actual,total,337,14.91150442477876
Western Pacific,Australia,2011,22.6,utilized,dbd,84,3.716814159292035
Western Pacific,Australia,2011,22.6,utilized,dcd,329,14.557522123893804
Western Pacific,Australia,2011,22.6,utilized,total,245,10.84070796460177
Western Pacific,Australia,2012,22.9,actual,dbd,277,12.096069868995635
Western Pacific,Australia,2012,22.9,actual,dcd,77,3.3624454148471616
Western Pacific,Australia,2012,22.9,actual,total,354,15.458515283842797
Western Pacific,Australia,2013,23.3,actual,dbd,305,13.090128755364807
Western Pacific,Australia,2013,23.3,actual,dcd,86,3.6909871244635193
Western Pacific,Australia,2013,23.3,actual,total,391,16.781115879828327
Western Pacific,Australia,2013,23.3,utilized,dbd,285,12.23175965665236
Western Pacific,Australia,2013,23.3,utilized,dcd,77,3.304721030042918
Western Pacific,Australia,2013,23.3,utilized,total,362,15.53648068669528
Western Pacific,Australia,2014,23.6,actual,dbd,271,11.483050847457626
Western Pacific,Australia,2014,23.6,actual,dcd,107,4.533898305084746
Western Pacific,Australia,2014,23.6,actual,total,378,16.01694915254237
Western Pacific,Australia,2014,23.6,utilized,dbd,266,11.271186440677965
Western Pacific,Australia,2014,23.6,utilized,dcd,95,4.025423728813559
Western Pacific,Australia,2014,23.6,utilized,total,361,15.296610169491524
Western Pacific,Australia,2015,24,actual,dbd,315,13.125
Western Pacific,Australia,2015,24,actual,dcd,120,5
Western Pacific,Australia,2015,24,actual,total,435,18.125
Western Pacific,Australia,2015,24,utilized,dbd,304,12.666666666666666
Western Pacific,Australia,2015,24,utilized,dcd,114,4.75
Western Pacific,Australia,2015,24,utilized,total,418,17.416666666666668
Western Pacific,Australia,2016,24.3,actual,dbd,375,15.432098765432098
Western Pacific,Australia,2016,24.3,actual,dcd,128,5.267489711934156
Western Pacific,Australia,2016,24.3,actual,total,503,20.699588477366255
Western Pacific,Australia,2016,24.3,utilized,dbd,363,14.93827160493827
Western Pacific,Australia,2016,24.3,utilized,dcd,117,4.814814814814815
Western Pacific,Australia,2016,24.3,utilized,total,480,19.753086419753085
Western Pacific,Australia,2017,24.5,actual,dbd,359,14.653061224489797
Western Pacific,Australia,2017,24.5,actual,dcd,151,6.163265306122449
Western Pacific,Australia,2017,24.5,actual,total,510,20.816326530612244
Western Pacific,Australia,2017,24.5,utilized,dbd,343,14
Western Pacific,Australia,2017,24.5,utilized,dcd,139,5.673469387755102
Western Pacific,Australia,2017,24.5,utilized,total,482,19.6734693877551
Western Pacific,Australia,2018,24.8,actual,dbd,400,16.129032258064516
Western Pacific,Australia,2018,24.8,actual,dcd,154,6.209677419354839
Western Pacific,Australia,2018,24.8,actual,total,554,22.338709677419356
Western Pacific,Australia,2018,24.8,utilized,dbd,386,15.564516129032258
Western Pacific,Australia,2018,24.8,utilized,dcd,145,5.846774193548387
Western Pacific,Australia,2018,24.8,utilized,total,531,21.411290322580644
Western Pacific,Australia,2019,25.1,actual,dbd,376,14.9800796812749
Western Pacific,Australia,2019,25.1,actual,dcd,172,6.852589641434262
Western Pacific,Australia,2019,25.1,actual,total,548,21.83266932270916
Western Pacific,Australia,2019,25.1,utilized,dbd,354,14.103585657370518
Western Pacific,Australia,2019,25.1,utilized,dcd,157,6.254980079681275
Western Pacific,Australia,2019,25.1,utilized,total,511,20.35856573705179
Western Pacific,Australia,2020,25.5,actual,dbd,325,12.745098039215685
Western Pacific,Australia,2020,25.5,actual,dcd,138,5.411764705882353
Western Pacific,Australia,2020,25.5,actual,total,463,18.15686274509804
Western Pacific,Australia,2020,25.5,utilized,dbd,312,12.235294117647058
Western Pacific,Australia,2020,25.5,utilized,dcd,128,5.019607843137255
Western Pacific,Australia,2020,25.5,utilized,total,440,17.254901960784313
Western Pacific,Australia,2021,25.8,actual,dbd,297,11.511627906976743
Western Pacific,Australia,2021,25.8,actual,dcd,124,4.8062015503875966
Western Pacific,Australia,2021,25.8,actual,total,421,16.31782945736434
Western Pacific,Australia,2021,25.8,utilized,dbd,290,11.24031007751938
Western Pacific,Australia,2021,25.8,utilized,dcd,112,4.341085271317829
Western Pacific,Australia,2021,25.8,utilized,total,402,15.581395348837209
Western Pacific,Australia,2022,26.1,actual,dbd,337,12.911877394636015
Western Pacific,Australia,2022,26.1,actual,dcd,117,4.482758620689655
Western Pacific,Australia,2022,26.1,actual,total,454,17.39463601532567
Western Pacific,Australia,2022,26.1,utilized,dbd,325,12.452107279693486
Western Pacific,Australia,2022,26.1,utilized,dcd,108,4.137931034482758
Western Pacific,Australia,2022,26.1,utilized,total,433,16.590038314176244
Western Pacific,Australia,2023,26.4,actual,dbd,334,12.651515151515152
Western Pacific,Australia,2023,26.4,actual,dcd,179,6.78030303030303
Western Pacific,Australia,2023,26.4,actual,total,513,19.431818181818183
Western Pacific,Australia,2023,26.4,utilized,dbd,322,12.196969696969697
Western Pacific,Australia,2023,26.4,utilized,dcd,168,6.363636363636364
Western Pacific,Australia,2023,26.4,utilized,total,490,18.560606060606062
Western Pacific,Australia,2024,26.7,actual,dbd,335,12.54681647940075
Western Pacific,Australia,2024,26.7,actual,dcd,192,7.191011235955056
Western Pacific,Australia,2024,26.7,actual,total,527,19.737827715355806
Western Pacific,Australia,2024,26.7,utilized,dbd,322,12.059925093632959
Western Pacific,Australia,2024,26.7,utilized,dcd,170,6.367041198501873
Western Pacific,Australia,2024,26.7,utilized,total,492,18.426966292134832
Europe,Austria,2000,8.2,actual,dbd,194,23.658536585365855
Europe,Austria,2000,8.2,actual,dcd,0,0
Europe,Austria,2000,8.2,actual,total,194,23.658536585365855
Europe,Austria,2001,8.1,actual,dbd,191,23.580246913580247
Europe,Austria,2001,8.1,actual,total,191,23.580246913580247
Europe,Austria,2002,8.1,actual,dbd,195,24.074074074074076
Europe,Austria,2002,8.1,actual,total,195,24.074074074074076
Europe,Austria,2003,8.1,actual,dbd,187,23.08641975308642
Europe,Austria,2003,8.1,actual,dcd,2,0.2469135802469136
Europe,Austria,2003,8.1,actual,total,189,23.333333333333336
Europe,Austria,2004,8.1,actual,dbd,182,22.469135802469136
Europe,Austria,2004,8.1,actual,dcd,3,0.3703703703703704
Europe,Austria,2004,8.1,actual,total,185,22.839506172839506
Europe,Austria,2005,8.2,actual,dbd,201,24.512195121951223
Europe,Austria,2005,8.2,actual,dcd,2,0.24390243902439027
Europe,Austria,2005,8.2,actual,total,203,24.75609756097561
Europe,Austria,2006,8.2,actual,dbd,203,24.75609756097561
Europe,Austria,2006,8.2,actual,dcd,4,0.48780487804878053
Europe,Austria,2006,8.2,actual,total,207,25.243902439024392
Europe,Austria,2007,8.2,actual,dbd,180,21.951219512195124
Europe,Austria,2007,8.2,actual,dcd,5,0.6097560975609757
Europe,Austria,2007,8.2,actual,total,185,22.5609756097561
Europe,Austria,2008,8.4,actual,dbd,169,20.119047619047617
Europe,Austria,2008,8.4,actual,dcd,3,0.35714285714285715
Europe,Austria,2008,8.4,actual,total,172,20.476190476190474
Europe,Austria,2009,8.4,actual,dbd,213,25.357142857142858
Europe,Austria,2009,8.4,actual,dcd,1,0.11904761904761904
Europe,Austria,2009,8.4,actual,total,214,25.476190476190474
Europe,Austria,2009,8.4,utilized,dbd,209,24.88095238095238
Europe,Austria,2009,8.4,utilized,dcd,1,0.11904761904761904
Europe,Austria,2010,8.4,actual,dbd,196,23.333333333333332
Europe,Austria,2010,8.4,actual,total,196,23.333333333333332
Europe,Austria,2011,8.4,actual,dbd,199,23.69047619047619
Europe,Austria,2011,8.4,actual,dcd,6,0.7142857142857143
Europe,Austria,2011,8.4,actual,total,205,24.404761904761905
Europe,Austria,2012,8.4,actual,dbd,194,23.095238095238095
Europe,Austria,2012,8.4,actual,dcd,4,0.47619047619047616
Europe,Austria,2012,8.4,actual,total,198,23.57142857142857
Europe,Austria,2013,8.5,actual,dbd,203,23.88235294117647
Europe,Austria,2013,8.5,actual,dcd,5,0.5882352941176471
Europe,Austria,2013,8.5,actual,total,208,24.470588235294116
Europe,Austria,2013,8.5,utilized,dbd,184,21.647058823529413
Europe,Austria,2013,8.5,utilized,dcd,3,0.35294117647058826
Europe,Austria,2013,8.5,utilized,total,187,22
Europe,Austria,2014,8.5,actual,dbd,206,24.235294117647058
Europe,Austria,2014,8.5,actual,dcd,6,0.7058823529411765
Europe,Austria,2014,8.5,actual,total,212,24.941176470588236
Europe,Austria,2014,8.5,utilized,dbd,201,23.647058823529413
Europe,Austria,2014,8.5,utilized,dcd,6,0.7058823529411765
Europe,Austria,2014,8.5,utilized,total,207,24.352941176470587
Europe,Austria,2015,8.5,actual,dbd,199,23.41176470588235
Europe,Austria,2015,8.5,actual,dcd,6,0.7058823529411765
Europe,Austria,2015,8.5,actual,total,205,24.11764705882353
Europe,Austria,2015,8.5,utilized,dbd,190,22.352941176470587
Europe,Austria,2015,8.5,utilized,dcd,6,0.7058823529411765
Europe,Austria,2015,8.5,utilized,total,196,23.058823529411764
Europe,Austria,2016,8.6,actual,dbd,211,24.534883720930235
Europe,Austria,2016,8.6,actual,dcd,6,0.6976744186046512
Europe,Austria,2016,8.6,actual,total,217,25.232558139534884
Europe,Austria,2016,8.6,utilized,dbd,202,23.48837209302326
Europe,Austria,2016,8.6,utilized,dcd,5,0.5813953488372093
Europe,Austria,2016,8.6,utilized,total,207,24.069767441860467
Europe,Austria,2017,8.7,actual,dbd,206,23.678160919540232
Europe,Austria,2017,8.7,actual,dcd,7,0.8045977011494253
Europe,Austria,2017,8.7,actual,total,213,24.48275862068966
Europe,Austria,2017,8.7,utilized,dbd,199,22.873563218390807
Europe,Austria,2017,8.7,utilized,dcd,7,0.8045977011494253
Europe,Austria,2017,8.7,utilized,total,206,23.678160919540232
Europe,Austria,2018,8.8,actual,dbd,201,22.84090909090909
Europe,Austria,2018,8.8,actual,dcd,15,1.7045454545454544
Europe,Austria,2018,8.8,actual,total,216,24.545454545454543
Europe,Austria,2018,8.8,utilized,dbd,188,21.363636363636363
Europe,Austria,2018,8.8,utilized,dcd,14,1.5909090909090908
Europe,Austria,2018,8.8,utilized,total,202,22.954545454545453
Europe,Austria,2019,8.8,actual,dbd,185,21.02272727272727
Europe,Austria,2019,8.8,actual,dcd,21,2.3863636363636362
Europe,Austria,2019,8.8,actual,total,206,23.409090909090907
Europe,Austria,2019,8.8,utilized,dbd,163,18.52272727272727
Europe,Austria,2019,8.8,utilized,dcd,17,1.9318181818181817
Europe,Austria,2019,8.8,utilized,total,180,20.454545454545453
Europe,Austria,2020,9,actual,dbd,188,20.88888888888889
Europe,Austria,2020,9,actual,dcd,25,2.7777777777777777
Europe,Austria,2020,9,actual,total,213,23.666666666666668
Europe,Austria,2020,9,utilized,dbd,173,19.22222222222222
Europe,Austria,2020,9,utilized,dcd,15,1.6666666666666667
Europe,Austria,2020,9,utilized,total,188,20.88888888888889
